baseline_$per_ton
2645.6318334746293
2623.488567745818
2617.360776829499
2613.1016233016962
2598.0981576093836
2594.7085578187125
2595.3750051246893
2584.986818975354
2582.355841252289
2585.5302052751103
2578.3890769614777
2575.660872778079
