buy_now,spot,ladder,hedge
26456318.3347463,25278565.59857043,26855799.474070508,25642587.10184679
26456318.3347463,25399200.48437831,25472906.68679655,25678777.567589156
26456318.3347463,24674979.544425808,25847524.299079783,25461511.285603408
26456318.3347463,26335762.50436891,26020562.31727916,25959746.17358634
26456318.3347463,25873421.39518951,25769597.547133114,25821043.840832517
26456318.3347463,27802414.498061854,27663581.21306189,26399741.77169422
26456318.3347463,25414511.294520732,25772511.465812236,25683370.810631886
26456318.3347463,24383500.81944043,25458349.94571219,25374067.668107793
26456318.3347463,26982435.52162149,26812649.624962095,26153748.07876211
26456318.3347463,26516370.08537153,25356059.81844513,26013928.447887123
26456318.3347463,25391613.770890906,26282935.01884789,25676501.553542934
26456318.3347463,26374203.347354755,26612986.018636256,25971278.426482093
26456318.3347463,25508144.0677022,25018555.785629157,25711460.642586324
26456318.3347463,26092018.246324092,25513115.896032102,25886622.896172892
26456318.3347463,25947346.35606669,25706417.697914302,25843221.32909567
26456318.3347463,25925002.420363896,26242386.8574617,25836518.14838483
26456318.3347463,26280824.762334406,25503517.239954278,25943264.850975983
26456318.3347463,26034241.879630946,25123362.875016585,25869289.986164946
26456318.3347463,25514234.905867517,26112124.480237357,25713287.894035917
26456318.3347463,23347935.075585775,24150669.590331096,25063397.944951396
26456318.3347463,26494718.954447106,26114261.356485985,26007433.108609796
26456318.3347463,26148689.949632853,25847989.72439039,25903624.40716552
26456318.3347463,26764580.423277766,25940951.009846076,26088391.549258992
26456318.3347463,26706654.702624217,26477322.947977737,26071013.83306293
26456318.3347463,25266529.332898896,26081324.29429444,25638976.22214533
26456318.3347463,26734659.1134464,27114591.56863898,26079415.156309582
26456318.3347463,25883508.84231718,26108182.77398258,25824070.07497082
26456318.3347463,25092577.630909607,24870224.191447467,25586790.711548544
26456318.3347463,24970558.342760246,26256585.030849975,25550184.92510374
26456318.3347463,25557784.45048583,25828069.496059824,25726352.75742141
26456318.3347463,25388237.68681795,26137237.633175213,25675488.72832105
26456318.3347463,25408889.328753766,26777324.38504714,25681684.220901795
26456318.3347463,26435362.686176486,26329091.559482075,25989626.228128612
26456318.3347463,25278658.105127126,26033841.314561576,25642614.8538138
26456318.3347463,25905517.68526775,25423142.171130292,25830672.727855988
26456318.3347463,24675211.506053418,25422889.090627886,25461580.87409169
26456318.3347463,25474285.901835196,26333935.007576793,25701303.192826223
26456318.3347463,25377734.727681667,25573758.243874494,25672337.840580165
26456318.3347463,26371943.320038617,26049590.958721675,25970600.418287247
26456318.3347463,26257262.89100211,25788661.703044306,25936196.2895763
26456318.3347463,25657511.984193906,25862869.47236181,25756271.01753384
26456318.3347463,26387064.986571964,26475608.918576565,25975136.918247253
26456318.3347463,26863722.39060882,26583476.258707825,26118134.13945831
26456318.3347463,25697879.18424371,26054449.197718993,25768381.177548774
26456318.3347463,24687029.537562706,25031590.672235463,25465126.283544473
26456318.3347463,26175822.783429485,25786866.96299785,25911764.257304512
26456318.3347463,25706122.940041784,25674986.877271984,25770854.3042882
26456318.3347463,26721463.6713056,26412221.406614047,26075456.523667343
26456318.3347463,25701203.24196665,26170078.380862482,25769378.394865658
26456318.3347463,25186933.31560182,25323529.11717355,25615097.41695621
26456318.3347463,25890879.5045846,25587936.476499025,25826281.27365104
26456318.3347463,26139212.14307089,24739352.254337303,25900781.06519693
26456318.3347463,26291832.31517938,26624734.420234766,25946567.116829477
26456318.3347463,26126994.09113444,25976948.48522844,25897115.649615996
26456318.3347463,24697231.710115734,25589248.030937284,25468186.935310386
26456318.3347463,26238891.13196948,26164680.0987557,25930684.76186651
26456318.3347463,26508395.44038083,27146710.871565234,26011536.054389913
26456318.3347463,26661669.34948768,26184125.622665398,26057518.227121968
26456318.3347463,25906645.488075297,25833099.12081762,25831011.06869825
26456318.3347463,26333114.63693582,26856610.227684427,25958951.813356407
26456318.3347463,25569081.53096375,26187417.983810224,25729741.88156479
26456318.3347463,25018874.701263398,25340490.47768228,25564679.832654685
26456318.3347463,25943684.553537592,27020768.608224727,25842122.78833694
26456318.3347463,25848019.610767335,25991865.789350238,25813423.305505864
26456318.3347463,26406754.339694418,25658568.223452616,25981043.724183988
26456318.3347463,26769300.071086455,26651145.18511447,26089807.4436016
26456318.3347463,25957562.82223218,26104739.236671314,25846286.268945318
26456318.3347463,24286358.704072095,24949364.06725659,25344925.033497293
26456318.3347463,24556686.762486737,24787113.66004538,25426023.451021686
26456318.3347463,25976317.793153606,26795336.69515312,25851912.760221746
26456318.3347463,24945182.95706567,26039977.644172303,25542572.309395365
26456318.3347463,27118592.33069427,26580015.56611179,26194595.121483944
26456318.3347463,25518689.197051626,25581243.095478304,25714624.18139115
26456318.3347463,25709021.820709825,25971658.578221112,25771723.96848861
26456318.3347463,25450974.116235666,26161107.21958067,25694309.657146364
26456318.3347463,25953165.88354647,26466597.54910466,25844967.187339604
26456318.3347463,26751674.796971507,26876134.348838445,26084519.861367114
26456318.3347463,24955418.352488182,25655873.25111924,25545642.928022116
26456318.3347463,26060271.333684705,26677156.55764056,25877098.82238107
26456318.3347463,24791867.353320833,24662231.570545435,25496577.628271915
26456318.3347463,25106444.142369896,24983610.19819279,25590950.664986633
26456318.3347463,24895277.528624985,25505319.882655896,25527600.680863157
26456318.3347463,26250214.317507505,25605731.48108416,25934081.717527915
26456318.3347463,25803494.589649282,26486087.970149416,25800065.79917045
26456318.3347463,26013590.60402139,24966778.51497258,25863094.603482082
26456318.3347463,25176020.837092847,25496451.366286315,25611823.673403516
26456318.3347463,25458123.70954553,25091282.36773714,25696454.535139322
26456318.3347463,26253914.91435392,26090501.734230116,25935191.89658184
26456318.3347463,24114492.55800388,25385675.153999392,25293365.18967683
26456318.3347463,26445977.24421205,26019952.533255372,25992810.59553928
26456318.3347463,26450783.384782806,25712137.573450148,25994252.43771051
26456318.3347463,26100243.48398551,26120213.44337702,25889090.467471316
26456318.3347463,24150584.803789187,25804732.469371967,25304192.863412417
26456318.3347463,25647837.338253524,25472588.96439371,25753368.623751722
26456318.3347463,25483035.89706131,24728207.78967139,25703928.191394057
26456318.3347463,24617365.163232937,25171699.42237742,25444226.971245546
26456318.3347463,25839615.79898844,26087685.02084567,25810902.161972195
26456318.3347463,26002397.74446328,26148052.34674564,25859736.745614648
26456318.3347463,26390542.605830383,26064761.669807434,25976180.204024777
26456318.3347463,25379729.735455066,25873093.579719648,25672936.342912182
26456318.3347463,25079461.176668912,25765495.993527137,25582855.77527634
26456318.3347463,25373490.36351121,26169479.929417863,25671064.53132903
26456318.3347463,24399839.259480756,25683911.430445965,25378969.20011989
26456318.3347463,24282808.65351551,25593273.90795884,25343860.018330317
26456318.3347463,25044352.284270238,26440500.731095977,25572323.107556734
26456318.3347463,26377048.827801377,26038165.352857284,25972132.070616078
26456318.3347463,25105950.827819683,26021983.975604605,25590802.67062157
26456318.3347463,26625761.229665816,26072819.440991413,26046745.79117541
26456318.3347463,25219935.262700107,26898612.44227398,25624998.001085695
26456318.3347463,26030629.40050845,26197687.05268175,25868206.2424282
26456318.3347463,26558632.305289064,26281438.507226516,26026607.113862384
26456318.3347463,25808673.87499627,25501485.358208578,25801619.584774546
26456318.3347463,25549027.291546762,24538777.96730726,25723725.60973969
26456318.3347463,27344999.062666032,26006916.443954743,26262517.141075473
26456318.3347463,24751087.622281924,25582616.068865556,25484343.708960243
26456318.3347463,25738478.1663621,25738070.800818935,25780560.872184295
26456318.3347463,26671228.10011596,26161883.430666484,26060385.85231045
26456318.3347463,26867414.42026939,26807469.954263367,26119241.74835648
26456318.3347463,26740397.970042136,25781567.430932622,26081136.813288305
26456318.3347463,25929705.342389885,26130625.602372747,25837929.02499263
26456318.3347463,25624866.081520326,25427114.74671168,25746477.24673176
26456318.3347463,25595891.17224162,24972744.438415684,25737784.773948148
26456318.3347463,25788855.14558897,26088801.35452433,25795673.965952355
26456318.3347463,24982972.305186223,25826813.703439407,25553909.11383153
26456318.3347463,25916306.812226847,26132395.486502547,25833909.465943716
26456318.3347463,26593337.314590737,25717851.71002493,26037018.616652884
26456318.3347463,26139066.072332703,26364785.2372173,25900737.243975475
26456318.3347463,26832434.21895612,26301148.407434613,26108747.687962502
26456318.3347463,26940288.941409815,27028051.116661754,26141104.104698606
26456318.3347463,25911096.304584824,26947340.570144057,25832346.31365111
26456318.3347463,26628571.6299107,26833144.08835916,26047588.911248874
26456318.3347463,25081321.986068733,26278599.002555773,25583414.018096283
26456318.3347463,25699297.508658372,25435289.744629275,25768806.674873177
26456318.3347463,25743955.12520874,25649418.287819907,25782203.959838286
26456318.3347463,25617297.357679807,25620503.353458915,25744206.629579604
26456318.3347463,25899598.38397225,26777113.883974172,25828896.937467337
26456318.3347463,26246503.01180693,25813496.14644516,25932968.32581774
26456318.3347463,25289206.959785562,26484258.450160373,25645779.510211334
26456318.3347463,26208700.940117717,26193701.785793636,25921627.704310976
26456318.3347463,25722408.23126042,26462921.106798302,25775739.89165379
26456318.3347463,25766420.83667008,25633804.544723496,25788943.673276685
26456318.3347463,25060181.73406583,25719580.200941138,25577071.942495413
26456318.3347463,25021469.596369054,25412680.311352417,25565458.30118638
26456318.3347463,25349534.17859394,25587272.41272173,25663877.675853845
26456318.3347463,24551947.99002827,25344596.78279519,25424601.819284145
26456318.3347463,27321596.455362987,26543849.462087646,26255496.358884558
26456318.3347463,25705971.583889425,25506754.77841876,25770808.89744249
26456318.3347463,25306029.79107131,26567151.925475866,25650826.359597057
26456318.3347463,26334660.25979487,25734327.988497056,25959415.500214122
26456318.3347463,26079793.051426817,25853422.04096763,25882955.33770371
26456318.3347463,25600387.9713357,26090229.858607166,25739133.813676376
26456318.3347463,26795472.944296964,26126154.046408646,26097659.305564754
26456318.3347463,26226006.374366246,26075119.218361877,25926819.33458554
26456318.3347463,26419691.489409715,26484191.25100838,25984924.869098578
26456318.3347463,24423829.847727932,25193568.489281695,25386166.376594044
26456318.3347463,25853951.078712262,25845040.574778877,25815202.745889343
26456318.3347463,24809811.62450707,25036060.34851444,25501960.909627784
26456318.3347463,25750240.025758103,26711351.5730428,25784089.430003095
26456318.3347463,26249374.08627153,26499997.495564643,25933829.648157123
26456318.3347463,25406424.384362914,25244962.587819863,25680944.73758454
26456318.3347463,25819116.299480237,25489881.308615174,25804752.312119737
26456318.3347463,24524409.131617248,24957687.56436938,25416340.161760837
26456318.3347463,25000552.8131444,24862655.45523505,25559183.266218983
26456318.3347463,27047893.25858228,26800671.861471158,26173385.399850346
26456318.3347463,27020106.597459503,26754630.957491696,26165049.401513517
26456318.3347463,26673713.97009524,26089757.78520238,26061131.613304235
26456318.3347463,25907081.834239215,26519410.762373403,25831141.972547427
26456318.3347463,25934840.804864526,26427451.017803565,25839469.66373502
26456318.3347463,26210028.26208102,26005275.1693517,25922025.90089997
26456318.3347463,25519956.178675238,25765104.24659812,25715004.275878236
26456318.3347463,25828034.426647704,25945227.730816428,25807427.750269976
26456318.3347463,26255384.8736251,25759195.20495693,25935632.884363197
26456318.3347463,23983591.370030183,24487255.10457134,25254094.833284717
26456318.3347463,26417899.14773935,27044012.774657313,25984387.16659747
26456318.3347463,25904611.224614784,26463904.171032332,25830400.789660096
26456318.3347463,25061312.11017948,24460068.215924695,25577411.05532951
26456318.3347463,26083257.998330835,25098076.903984606,25883994.821774915
26456318.3347463,24662608.049566805,25240257.884948064,25457799.837145705
26456318.3347463,25371871.326575957,26164863.0005067,25670578.82024845
26456318.3347463,25737094.405186534,26290953.834496237,25780145.743831623
26456318.3347463,26769057.482644696,27022732.526522636,26089734.66706907
26456318.3347463,25529968.76988498,26562601.072558947,25718008.05324116
26456318.3347463,25901998.51827858,25930608.85857205,25829616.97775924
26456318.3347463,25764486.183782592,25476510.747774996,25788363.27741044
26456318.3347463,25754289.47627586,26460234.506798133,25785304.265158422
26456318.3347463,25752904.606259927,25692095.885868262,25784888.80415364
26456318.3347463,26604409.358827475,25918841.7071235,26040340.229923908
26456318.3347463,24984437.230766393,25152988.08658716,25554348.591505583
26456318.3347463,26668942.41915717,25747681.0547573,26059700.148022816
26456318.3347463,25536002.039270163,26428329.765508097,25719818.034056712
26456318.3347463,26649350.20749749,27417543.94745102,26053822.48452491
26456318.3347463,24927756.305466488,26113424.469795138,25537344.31391561
26456318.3347463,26323756.1778128,26798575.89628581,25956144.275619503
26456318.3347463,26090359.796433393,26444561.40624894,25886125.361205682
26456318.3347463,26577909.525461663,25712564.63946921,26032390.279914163
26456318.3347463,25347235.93056588,25389374.85735655,25663188.201445427
26456318.3347463,24618554.368651465,25970179.34562841,25444583.732871104
26456318.3347463,24617332.068246186,25553242.347503215,25444217.042749517
26456318.3347463,25246671.404274937,25707253.9522532,25633018.843558148
26456318.3347463,25674505.46020966,26387428.748777494,25761369.060338564
26456318.3347463,27239128.139143266,26523933.83553661,26230755.86401864
26456318.3347463,26752180.84286211,26548461.871177964,26084671.675134297
26456318.3347463,25510608.761237048,25632386.7292297,25712200.05064678
26456318.3347463,26213856.80656378,25460822.065500613,25923174.464244798
26456318.3347463,24019271.92966391,24133470.35546165,25264799.001174837
26456318.3347463,26855079.082671978,26767325.285590816,26115541.147077255
26456318.3347463,25967685.47951442,25257518.979807477,25849323.06612999
26456318.3347463,26478621.256514348,26789661.55985376,26002603.79922997
26456318.3347463,25808550.46173147,26371042.53911887,25801582.560795106
26456318.3347463,26632384.74202475,26742425.748970434,26048732.844883088
26456318.3347463,25190466.79722435,26385987.677233472,25616157.46144297
26456318.3347463,25875075.70225496,26844684.28048996,25821540.13295215
26456318.3347463,24793781.80869025,25761397.09923896,25497151.96488274
26456318.3347463,25973817.2781787,25905572.50126471,25851162.605729274
26456318.3347463,25511503.010349646,26199728.470624477,25712468.325380556
26456318.3347463,25400186.519853104,24581646.64436444,25679073.378231592
26456318.3347463,24449252.708916422,25336015.76265399,25393793.23495059
26456318.3347463,24907608.383641884,25748563.435209267,25531299.93736823
26456318.3347463,25762171.444382824,25762106.657148022,25787668.85559051
26456318.3347463,25466019.24227719,26109377.142944448,25698823.19495882
26456318.3347463,24950722.374490894,25247045.137653284,25544234.13462293
26456318.3347463,25746476.196097866,26362040.906222582,25782960.281105023
26456318.3347463,27394834.124153294,26583571.43133966,26277467.65952165
26456318.3347463,26319309.910863034,26849693.230121095,25954810.395534575
26456318.3347463,24438619.936624907,26413984.23403828,25390603.403263137
26456318.3347463,26493910.437712684,25658186.737210236,26007190.55358947
26456318.3347463,25555234.983299714,25364632.163945008,25725587.91726558
26456318.3347463,24862777.259301946,25804647.89295311,25517850.60006625
26456318.3347463,24534263.715223372,25427031.675172504,25419296.536842674
26456318.3347463,26464239.39531129,26194634.22806933,25998289.240869053
26456318.3347463,27635224.54833968,26624024.535599604,26349584.786777567
26456318.3347463,25170774.593390305,26227449.245827127,25610249.800292753
26456318.3347463,25754126.16041746,25521091.22305722,25785255.2704009
26456318.3347463,25616744.22991386,25560164.312918786,25744040.69124982
26456318.3347463,25223289.41279671,25985030.025545783,25626004.246114675
26456318.3347463,24690489.98385313,25802963.556053888,25466164.4174316
26456318.3347463,24801650.35706882,25547979.948734716,25499512.52939631
26456318.3347463,24464270.189753685,24668449.868416697,25398298.47920177
26456318.3347463,25494477.25740743,26118364.85558474,25707360.599497892
26456318.3347463,25746035.27330312,25934237.918353938,25782828.0042666
26456318.3347463,25789577.169159073,25304375.8167781,25795890.573023386
26456318.3347463,25593777.638063885,25753942.613226585,25737150.71369483
26456318.3347463,26454791.799664304,26084092.71664496,25995454.962174952
26456318.3347463,25734438.897036374,25336741.5790503,25779349.091386575
26456318.3347463,26315653.040614095,25604452.79769107,25953713.334459893
26456318.3347463,26066456.657273706,26323095.80671016,25878954.419457775
26456318.3347463,24284849.192042425,25068493.750394385,25344472.17988839
26456318.3347463,24707815.35778777,25432869.10210521,25471362.029611994
26456318.3347463,26632798.733968463,27107843.395335786,26048857.0424662
26456318.3347463,26436973.50363432,26148934.68513147,25990109.47336596
26456318.3347463,24855200.5185158,26121695.04798914,25515577.577830404
26456318.3347463,25049412.74837113,25659902.341273002,25573841.246787004
26456318.3347463,26460313.17262001,24912139.89212086,25997111.374061666
26456318.3347463,26503367.487599447,26606432.56120239,26010027.668555498
26456318.3347463,25456110.511747293,24897451.967672385,25695850.575799853
26456318.3347463,25820089.28293928,26660899.39402671,25805044.207157448
26456318.3347463,25688162.180111066,25662269.772573702,25765466.076308984
26456318.3347463,27273249.073924482,26645009.55227834,26240992.144453004
26456318.3347463,26183891.19235025,26525677.604192622,25914184.779980738
26456318.3347463,25761835.893764526,26116217.217273954,25787568.19040502
26456318.3347463,25619665.893738203,25869943.55806143,25744917.19039712
26456318.3347463,26932996.570393786,26607332.00052388,26138916.3933938
26456318.3347463,25955245.92724327,25794623.53143028,25845591.200448647
26456318.3347463,25818754.749489125,25271219.61454524,25804643.8471224
26456318.3347463,24415274.92338645,24739625.58266885,25383599.899291597
26456318.3347463,26652764.739761382,25646527.315517712,26054846.844204076
26456318.3347463,25705526.99397672,26355313.74269906,25770675.52046868
26456318.3347463,26139222.32443923,25736294.021920994,25900784.119607434
26456318.3347463,26755884.377918676,26151840.55844146,26085782.735651266
26456318.3347463,26232036.42754428,25951227.218254358,25928628.350538947
26456318.3347463,25628415.18499511,25597956.855486836,25747541.977774195
26456318.3347463,25718955.61425484,25659710.519165676,25774704.106552117
26456318.3347463,25931685.120512165,25952051.061902206,25838522.958429314
26456318.3347463,26535689.30443441,26969884.52692693,26019724.213605985
26456318.3347463,25970346.734566484,25365406.414529104,25850121.44264561
26456318.3347463,25418748.143225066,25281153.7729162,25684641.865243185
26456318.3347463,25821994.49469918,25860955.570507776,25805615.770685416
26456318.3347463,24961734.82123453,25258452.09658305,25547537.868646026
26456318.3347463,26081871.38619306,25733139.968542572,25883578.83813358
26456318.3347463,26722840.02189111,25788637.114621844,26075869.428843
26456318.3347463,25601497.44233068,25784763.418247502,25739466.654974867
26456318.3347463,24884293.913437776,25930596.256040942,25524305.596306995
26456318.3347463,24964338.605355192,26128933.35559412,25548319.003882222
26456318.3347463,26175479.68016673,26897237.404889323,25911661.326325685
26456318.3347463,25550598.93726007,26890546.140720475,25724197.103453685
26456318.3347463,25398263.29846151,26650711.457964674,25678496.411814116
26456318.3347463,25298363.03530367,25693129.89516782,25648526.332866766
26456318.3347463,25219266.976142697,25338527.13594149,25624797.515118472
26456318.3347463,26390066.630132593,26871831.470597558,25976037.41131544
26456318.3347463,24553904.7839146,25650303.938770868,25425188.857450046
26456318.3347463,26742615.568445582,26814158.949194465,26081802.092809338
26456318.3347463,24901336.650946025,25990954.047869567,25529418.41755947
26456318.3347463,25783736.299879283,26206443.939755432,25794138.312239446
26456318.3347463,25479622.1505735,25458977.005813338,25702904.06744771
26456318.3347463,25470256.972587913,26313775.06525128,25700094.514052037
26456318.3347463,27241713.719030835,25727214.186919887,26231531.537984915
26456318.3347463,25104721.63963843,24723074.970878676,25590433.914167196
26456318.3347463,25620634.438143957,26299998.41169033,25745207.75371885
26456318.3347463,25095174.568155706,25733186.119121857,25587569.792722374
26456318.3347463,26129529.096911237,26288699.615891635,25897876.151349034
26456318.3347463,25692521.664519202,25678306.883569732,25766773.921631426
26456318.3347463,25919332.719079427,26127357.59350199,25834817.23799949
26456318.3347463,25152404.445940256,26104078.089261904,25604738.75605774
26456318.3347463,23970106.496310577,24637350.166239183,25250049.371168837
26456318.3347463,25899996.482751008,26467033.567408767,25829016.36710097
26456318.3347463,25350098.69457914,24746776.574318945,25664047.030649405
26456318.3347463,26336212.138989672,26748688.818835467,25959881.063972566
26456318.3347463,26497873.580551203,26599475.876218997,26008379.496441025
26456318.3347463,26543146.46209097,26619041.606954027,26021961.360902954
26456318.3347463,25921182.768276677,24764699.552792788,25835372.252758667
26456318.3347463,26064105.76970491,25700396.267704595,25878249.153187137
26456318.3347463,25212366.959503554,25712751.720082644,25622727.510126732
26456318.3347463,26690900.965092123,26618207.763685178,26066287.711803302
26456318.3347463,24831229.860026527,26083675.79941354,25508386.38028362
26456318.3347463,25379559.961958084,25602731.71859509,25672885.410863087
26456318.3347463,26764152.446768414,26323497.327601235,26088263.156306185
26456318.3347463,24918699.606273755,25038355.568871137,25534627.30415779
26456318.3347463,25387699.0743522,27043577.955348775,25675327.144581325
26456318.3347463,25402674.216039542,25485149.627179172,25679819.68708753
26456318.3347463,25458105.58206239,24500508.46910467,25696449.09689438
26456318.3347463,26561662.820392847,26207606.37168706,26027516.268393517
26456318.3347463,25915393.51344019,26272158.22718025,25833635.47630772
26456318.3347463,25057424.782538332,25903653.42537464,25576244.857037164
26456318.3347463,25590235.138780475,25767819.813010152,25736087.963909805
26456318.3347463,25475142.410036508,26425505.909862127,25701560.145286616
26456318.3347463,26957174.26838731,26084727.5877681,26146169.702791855
26456318.3347463,26147654.259895824,24903388.740177196,25903313.70024441
26456318.3347463,25698183.20740658,26123288.652352445,25768472.38449764
26456318.3347463,24677182.90257682,25437073.16122423,25462172.29304871
26456318.3347463,26586821.77787494,25721124.59416295,26035063.955638148
26456318.3347463,25433476.36668748,25791728.991203036,25689060.33228191
26456318.3347463,25820637.496526726,24964779.775853977,25805208.67123368
26456318.3347463,25309554.79374467,24908932.312180992,25651883.860399064
26456318.3347463,27216920.520917244,26450868.778383892,26224093.578550838
26456318.3347463,25829388.11897292,24741684.192792118,25807833.85796754
26456318.3347463,25449893.038576525,25072023.720094614,25693985.33384862
26456318.3347463,26466795.031863548,25917209.724927817,25999055.931834728
26456318.3347463,27521774.99941061,26469561.327735372,26315549.922098845
26456318.3347463,26250511.667424116,25741823.935906097,25934170.922502898
26456318.3347463,24989461.252968587,25240200.28241388,25555855.798166238
26456318.3347463,26293129.187768742,26040063.532945417,25946956.178606287
26456318.3347463,24201736.921594113,25309065.741536837,25319538.498753898
26456318.3347463,25484820.418370456,25722581.603130747,25704463.547786802
26456318.3347463,26498781.68805293,26752683.855819594,26008651.928691544
26456318.3347463,27108300.05171277,27060912.271278653,26191507.437789496
26456318.3347463,25416405.905718982,25757093.408522643,25683939.193991356
26456318.3347463,25241021.410893105,24912962.522712026,25631323.845543593
26456318.3347463,26408735.297906153,25918060.841399312,25981638.011647508
26456318.3347463,26320036.602402024,26453086.427954603,25955028.40299627
26456318.3347463,26447651.988765657,26238611.4783302,25993313.01890536
26456318.3347463,24648230.83818217,25873361.893935263,25453486.673730314
26456318.3347463,25776105.749211486,26757551.796490792,25791849.147039108
26456318.3347463,25336898.902410846,24568111.850899898,25660087.092998914
26456318.3347463,26318095.025774673,26314303.72551663,25954445.930008065
26456318.3347463,25245991.715112932,26130382.82135618,25632814.936809544
26456318.3347463,25537696.46275524,26124677.3460498,25720326.361102235
26456318.3347463,26841386.58442402,26692299.160895832,26111433.39760287
26456318.3347463,25258739.16303107,25890567.374101236,25636639.171184987
26456318.3347463,26283301.56532456,25935420.98549593,25944007.89187303
26456318.3347463,24941308.454607178,25991530.450190723,25541409.958657816
26456318.3347463,27177259.31308521,25788489.035805453,26212195.216201227
26456318.3347463,26922882.58698254,26716969.41457922,26135882.198370427
26456318.3347463,25318490.46596997,25751090.95898638,25654564.562066652
26456318.3347463,24986185.24155417,24981018.33771104,25554872.994741917
26456318.3347463,26125131.66110278,25345301.11809588,25896556.920606498
26456318.3347463,24903398.51452566,24672016.084909033,25530036.976633362
26456318.3347463,25617677.911871307,26274788.776725657,25744320.795837052
26456318.3347463,25614568.630329385,25506048.407753803,25743388.01137448
26456318.3347463,27413445.22994849,26464510.68548165,26283050.99126021
26456318.3347463,26031217.59672792,26296190.15246635,25868382.70129404
26456318.3347463,25062272.97001329,25394947.412366487,25577699.31327965
26456318.3347463,26580375.645022206,26510279.100090045,26033130.115782328
26456318.3347463,25383553.49954079,25804384.069389537,25674083.472137902
26456318.3347463,26719173.968271546,27119227.455489136,26074769.612757128
26456318.3347463,25063774.901320778,25538149.601781294,25578149.892671898
26456318.3347463,25370954.886049673,25333824.681507763,25670303.888090566
26456318.3347463,26451974.927547667,27095532.464076396,25994609.900539964
26456318.3347463,27374533.218492538,26536685.89577544,26271377.387823425
26456318.3347463,26504630.200736385,26472161.939555664,26010406.48249658
26456318.3347463,25487641.70087974,25320691.984358754,25705309.932539586
26456318.3347463,25327080.95005263,25327529.176997457,25657141.707291454
26456318.3347463,26821205.92622555,26105900.861638106,26105379.20014333
26456318.3347463,24551118.25676205,25055180.025165055,25424352.89930428
26456318.3347463,26210940.46192904,26183649.06712336,25922299.560854375
26456318.3347463,26039364.38722516,25883363.005030353,25870826.73844321
26456318.3347463,25856758.79325456,25890690.881883707,25816045.060252033
26456318.3347463,26086823.098629568,26640715.0394377,25885064.35186453
26456318.3347463,25639460.279871322,27360628.47824978,25750855.50623706
26456318.3347463,25290476.32230099,26108696.111296542,25646160.31896596
26456318.3347463,26181184.438508324,25354566.00195543,25913372.75382816
26456318.3347463,26263613.72409124,25376488.079722274,25938101.539503034
26456318.3347463,25517092.54799497,25970775.035929225,25714145.186674155
26456318.3347463,25317415.036082577,25565939.524616834,25654241.933100436
26456318.3347463,24706172.94963456,25024931.695744477,25470869.307166032
26456318.3347463,25286027.180200048,27042715.94312064,25644825.576335676
26456318.3347463,24956064.040102355,25719026.26472851,25545836.63430637
26456318.3347463,25581159.123220906,26280084.263117794,25733365.159241933
26456318.3347463,25532457.91608126,25699306.586288854,25718754.79710004
26456318.3347463,26331922.4951931,24998391.23276646,25958594.170833595
26456318.3347463,26162252.272892352,25182293.88906686,25907693.104143366
26456318.3347463,24988414.998827834,25360128.621821027,25555541.921924014
26456318.3347463,25825039.98287625,26695303.973381966,25806529.41713854
26456318.3347463,25662367.35258393,26154091.01172799,25757727.62805084
26456318.3347463,25954519.875703774,25637402.144432686,25845373.384986795
26456318.3347463,26448393.263372615,26538310.35548079,25993535.401287448
26456318.3347463,27636301.475955825,26932709.37513054,26349907.865062412
26456318.3347463,26049432.00516007,25435848.87369719,25873847.023823686
26456318.3347463,25805239.436282076,25384521.880281083,25800589.253160287
26456318.3347463,25037901.680733252,25912259.20857132,25570387.926495638
26456318.3347463,26199085.726970047,26702262.691667754,25918743.140366677
26456318.3347463,25760354.081674635,26071612.405310586,25787123.646778055
26456318.3347463,25252367.779575624,25497043.24220231,25634727.756148353
26456318.3347463,25872177.57129899,25855125.031418703,25820670.69366536
26456318.3347463,24974707.905206066,25240219.434735656,25551429.793837484
26456318.3347463,24138994.288605314,24887352.274672735,25300715.708857257
26456318.3347463,25038324.154337674,25289095.349957395,25570514.668576963
26456318.3347463,24895426.305606745,24971746.556586668,25527645.313957687
26456318.3347463,26281291.2861337,26235970.13560823,25943404.808115773
26456318.3347463,26504536.89329923,26686691.614717726,26010378.490265433
26456318.3347463,25098493.463105947,24847433.130235717,25588565.46120745
26456318.3347463,24694356.7225088,26117657.095863763,25467324.439028304
26456318.3347463,24260752.61524603,25498618.593648136,25337243.206849474
26456318.3347463,26302354.28142515,27119001.225698046,25949723.70670321
26456318.3347463,25504169.453876227,25729629.173915427,25710268.25843853
26456318.3347463,25989884.243898433,25682153.327251375,25855982.695445195
26456318.3347463,25966830.88057936,26776491.840659928,25849066.68644947
26456318.3347463,26119782.63276449,25923577.084118374,25894952.212105013
26456318.3347463,26738004.545519654,26629310.012243774,26080418.785931557
26456318.3347463,25337079.38902498,26674139.078973778,25660141.238983158
26456318.3347463,25608104.15438278,25251145.890818715,25741448.668590497
26456318.3347463,25955492.852281436,26078246.09829272,25845665.277960096
26456318.3347463,26073529.606563646,26446817.04285102,25881076.304244757
26456318.3347463,26320714.75039403,26781481.09053496,25955231.847393874
26456318.3347463,24718321.34668452,25821768.191514086,25474513.82628102
26456318.3347463,26008687.45814293,26661214.00775516,25861623.659718543
26456318.3347463,24803923.97263676,25193869.106742036,25500194.61406669
26456318.3347463,26072462.18382213,26432905.51628677,25880756.077422302
